gene	ko_id	uniprot_chig_id	logFC_half_vs_PDA	adjP_half_vs_PDA	logFC_onetenth_vs_PDA	adjP_onetenth_vs_PDA	logFC_onetenth_vs_half	adjP_onetenth_vs_half	sig_half_vs_PDA	sig_onetenth_vs_PDA	sig_onetenth_vs_half
gene_7872	K12815	tr|H1VGN8|H1VGN8_COLHI							False	False	False
gene_1290		tr|A0A1B7YG69|A0A1B7YG69_COLHI	0.2001	0.7623	0.6337	0.1721	0.4336	0.3473	False	False	False
gene_3899	K02134	tr|A0A1B7YQS2|A0A1B7YQS2_COLHI	-0.373	0.6233	0.1046	0.8639	0.4776	0.3651	False	False	False
gene_10612		tr|H1VRI6|H1VRI6_COLHI	-0.1654	0.7317	-0.3386	0.294	-0.1733	0.5993	False	False	False
gene_7948	K23451	tr|A0A1B7Y402|A0A1B7Y402_COLHI					0.2604	0.7396	False	False	False
gene_3762	K01613	tr|A0A1B7XVT0|A0A1B7XVT0_COLHI	-0.0174	0.977	1.1219	0.0064	1.1393	0.0051	False	True	True
gene_5109		tr|A0A1B7YTS3|A0A1B7YTS3_COLHI							False	False	False
gene_12309	K15083	tr|A0A1B7YIT8|A0A1B7YIT8_COLHI	1.1929	0.0842					False	False	False
gene_12589	K22071	tr|H1V511|H1V511_COLHI							False	False	False
gene_6844		tr|H1VJS4|H1VJS4_COLHI					1.7207	0.0442	False	False	True
gene_9402	K00914	tr|A0A1B7Y9R6|A0A1B7Y9R6_COLHI							False	False	False
gene_5397	K09831	tr|H1V753|H1V753_COLHI							False	False	False
gene_5059	K00390	tr|H1V8L7|H1V8L7_COLHI	0.1521	0.782					False	False	False
gene_4879	K00993	tr|A0A1B7YDW9|A0A1B7YDW9_COLHI	-1.1572	0.5162	2.0874	0.0981	3.2445	0.0165	False	False	True
gene_10235		tr|A0A1B7Y648|A0A1B7Y648_COLHI	-0.592	0.6727					False	False	False
gene_8794		tr|A0A1B7YE98|A0A1B7YE98_COLHI							False	False	False
gene_12967		tr|H1VZH4|H1VZH4_COLHI							False	False	False
gene_1362		tr|H1V622|H1V622_COLHI	1.847	0.059					False	False	False
gene_11716	K14686	tr|A0A1B7YU62|A0A1B7YU62_COLHI							False	False	False
gene_11942	K23107	tr|H1VFJ0|H1VFJ0_COLHI	-1.0218	0.3997	1.3861	0.0946	2.4079	0.0123	False	False	True
gene_11965		tr|A0A1B7YQC8|A0A1B7YQC8_COLHI			0.9633	0.436			False	False	False
gene_11353	K16185	tr|H1V7H2|H1V7H2_COLHI	1.0917	0.4371					False	False	False
gene_8241	K01556	tr|H1UZE2|H1UZE2_COLHI	-0.4892	0.6348	2.0512	0.0102	2.5404	0.0029	False	True	True
gene_10986	K01941	tr|H1V5P7|H1V5P7_COLHI							False	False	False
gene_2396	K20290	tr|A0A1B7YVV5|A0A1B7YVV5_COLHI							False	False	False
gene_2337	K15394	tr|A0A1B7YSN0|A0A1B7YSN0_COLHI	-1.0538	0.4818					False	False	False
gene_8867	K00902	tr|H1V718|H1V718_COLHI							False	False	False
gene_2161	K01889	tr|H1UXG8|H1UXG8_COLHI							False	False	False
gene_3227	K01487	tr|A0A1B7XSM6|A0A1B7XSM6_COLHI	-0.6042	0.3429					False	False	False
gene_953	K01495	tr|A0A1B7YGV9|A0A1B7YGV9_COLHI	-1.0113	0.3911	0.1851	0.858	1.1964	0.2056	False	False	False
gene_11727	K05355	tr|H1V9E9|H1V9E9_COLHI							False	False	False
gene_9020	K04709	tr|H1VDN9|H1VDN9_COLHI							False	False	False
gene_9702		tr|H1VHI5|H1VHI5_COLHI							False	False	False
gene_8329	K19572	tr|A0A1B7YBY1|A0A1B7YBY1_COLHI							False	False	False
gene_9719	K06134	tr|H1W2N5|H1W2N5_COLHI							False	False	False
gene_1679	K20815	tr|H1VCY6|H1VCY6_COLHI	-0.3602	0.4907	1.4044	0.0055	1.7646	0.0018	False	True	True
gene_542	K00698	tr|H1W4M1|H1W4M1_COLHI	0.9225	0.0343					False	False	False
gene_12844	K10246	tr|A0A1B7YIM0|A0A1B7YIM0_COLHI	2.2213	0.0326	0.8391	0.1987	-1.3822	0.0525	True	False	False
gene_6410	K10703	tr|H1VUA4|H1VUA4_COLHI	-0.0809	0.9005	0.9825	0.019	1.0634	0.0123	False	False	True
gene_443	K02155	tr|H1VVN4|H1VVN4_COLHI							False	False	False
gene_7585	K01641	tr|A0A1B7YFJ8|A0A1B7YFJ8_COLHI							False	False	False
gene_2427		tr|H1VDJ8|H1VDJ8_COLHI	-0.3873	0.8548					False	False	False
