kegg_pathway_name	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	imat	18_necrotrophic_mix	aerobic	cocktail	1	1	0.0	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	imat	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.0	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	15_mixed_aa	aerobic	necrotrophic	1	1	0.0	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	18_necrotrophic_mix	aerobic	cocktail	1	1	0.0001	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	pfba	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.0	1.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	01_trehalose	aerobic	pre-infection	3	1	0.0075	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	01_trehalose	anaerobic	pre-infection	3	1	0.0015	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	02_glycerol	aerobic	pre-infection	3	1	0.0021	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	02_glycerol	anaerobic	pre-infection	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	03_palmitate	aerobic	pre-infection	3	1	0.0117	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	04_oleate	aerobic	pre-infection	3	1	0.0132	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	05_hexacosanoate	aerobic	pre-infection	3	1	0.0212	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	06_glucose_low	aerobic	biotrophic	3	1	0.0038	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	06_glucose_low	anaerobic	biotrophic	3	1	0.0008	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	07_sucrose_low	aerobic	biotrophic	3	1	0.0038	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	07_sucrose_low	anaerobic	biotrophic	3	1	0.0008	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	08_glutamate	aerobic	biotrophic	3	1	0.0054	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	08_glutamate	anaerobic	biotrophic	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	09_glutamine	aerobic	biotrophic	3	1	0.0054	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	09_glutamine	anaerobic	biotrophic	3	2	3.1637	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	10_gaba	aerobic	biotrophic	3	2	0.0696	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	11_galacturonate	aerobic	necrotrophic	3	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	11_galacturonate	anaerobic	necrotrophic	3	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	12_xylose	aerobic	necrotrophic	3	1	0.015	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	12_xylose	anaerobic	necrotrophic	3	1	0.0015	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	13_arabinose	aerobic	necrotrophic	3	1	0.0144	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	14_maltose	aerobic	necrotrophic	3	1	0.0375	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	14_maltose	anaerobic	necrotrophic	3	1	0.0076	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	15_mixed_aa	aerobic	necrotrophic	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	15_mixed_aa	anaerobic	necrotrophic	3	2	1.8811	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	16_pre_infection_mix	aerobic	cocktail	3	1	0.0071	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	16_pre_infection_mix	anaerobic	cocktail	3	1	0.0005	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	17_biotrophic_mix	aerobic	cocktail	3	1	0.0065	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	17_biotrophic_mix	anaerobic	cocktail	3	1	0.001	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0001	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	18_necrotrophic_mix	anaerobic	cocktail	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	01_trehalose	aerobic	pre-infection	3	1	0.0068	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	01_trehalose	anaerobic	pre-infection	3	2	0.1673	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	02_glycerol	aerobic	pre-infection	3	2	0.0021	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	02_glycerol	anaerobic	pre-infection	3	2	0.0006	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	03_palmitate	aerobic	pre-infection	3	1	0.1303	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	04_oleate	aerobic	pre-infection	3	1	0.0119	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	05_hexacosanoate	aerobic	pre-infection	3	1	0.0191	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	06_glucose_low	aerobic	biotrophic	3	1	0.0034	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	06_glucose_low	anaerobic	biotrophic	3	2	0.0764	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	07_sucrose_low	aerobic	biotrophic	3	2	0.0244	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	07_sucrose_low	anaerobic	biotrophic	3	1	0.0007	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	08_glutamate	aerobic	biotrophic	3	1	0.0583	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	08_glutamate	anaerobic	biotrophic	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	09_glutamine	aerobic	biotrophic	3	1	0.0049	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	09_glutamine	anaerobic	biotrophic	3	2	3.1636	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	10_gaba	aerobic	biotrophic	3	1	0.0046	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	11_galacturonate	aerobic	necrotrophic	3	1	0.0138	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	11_galacturonate	anaerobic	necrotrophic	3	1	0.0019	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	12_xylose	aerobic	necrotrophic	3	1	0.0135	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	12_xylose	anaerobic	necrotrophic	3	2	0.0045	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	13_arabinose	aerobic	necrotrophic	3	1	0.0129	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	14_maltose	aerobic	necrotrophic	3	2	0.2445	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	14_maltose	anaerobic	necrotrophic	3	1	0.0069	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	15_mixed_aa	aerobic	necrotrophic	3	1	0.0	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	15_mixed_aa	anaerobic	necrotrophic	3	0	0.0	0.0
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	16_pre_infection_mix	aerobic	cocktail	3	2	0.0465	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	16_pre_infection_mix	anaerobic	cocktail	3	1	0.0072	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	17_biotrophic_mix	aerobic	cocktail	3	2	0.0421	0.6667
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	17_biotrophic_mix	anaerobic	cocktail	3	1	0.0009	0.3333
Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0001	0.3333
