pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Cell-wall polysaccharide	gimme	14_maltose	anaerobic	necrotrophic	18	9	0.305	0.5
Cell-wall polysaccharide	gimme	15_mixed_aa	aerobic	necrotrophic	18	7	0.2762	0.3889
Cell-wall polysaccharide	gimme	15_mixed_aa	anaerobic	necrotrophic	18	7	0.0223	0.3889
Cell-wall polysaccharide	gimme	16_pre_infection_mix	aerobic	cocktail	18	8	0.1428	0.4444
Cell-wall polysaccharide	gimme	16_pre_infection_mix	anaerobic	cocktail	18	9	0.0206	0.5
Cell-wall polysaccharide	gimme	17_biotrophic_mix	aerobic	cocktail	18	9	0.1298	0.5
Cell-wall polysaccharide	gimme	17_biotrophic_mix	anaerobic	cocktail	18	8	0.0385	0.4444
Cell-wall polysaccharide	gimme	18_necrotrophic_mix	aerobic	cocktail	18	7	0.8642	0.3889
Cell-wall polysaccharide	gimme	18_necrotrophic_mix	anaerobic	cocktail	18	8	1.0124	0.4444
Cell-wall polysaccharide	imat	01_trehalose	aerobic	pre-infection	18	11	0.0505	0.6111
Cell-wall polysaccharide	imat	01_trehalose	anaerobic	pre-infection	18	11	0.069	0.6111
Cell-wall polysaccharide	imat	02_glycerol	aerobic	pre-infection	18	12	0.0132	0.6667
Cell-wall polysaccharide	imat	02_glycerol	anaerobic	pre-infection	18	10	0.0201	0.5556
Cell-wall polysaccharide	imat	03_palmitate	aerobic	pre-infection	18	11	0.1947	0.6111
Cell-wall polysaccharide	imat	04_oleate	aerobic	pre-infection	18	12	12.3852	0.6667
Cell-wall polysaccharide	imat	05_hexacosanoate	aerobic	pre-infection	18	12	0.0519	0.6667
Cell-wall polysaccharide	imat	06_glucose_low	aerobic	biotrophic	18	11	0.0802	0.6111
Cell-wall polysaccharide	imat	06_glucose_low	anaerobic	biotrophic	18	11	0.0271	0.6111
Cell-wall polysaccharide	imat	07_sucrose_low	aerobic	biotrophic	18	10	0.0505	0.5556
Cell-wall polysaccharide	imat	07_sucrose_low	anaerobic	biotrophic	18	11	0.0337	0.6111
Cell-wall polysaccharide	imat	08_glutamate	aerobic	biotrophic	18	12	0.1027	0.6667
Cell-wall polysaccharide	imat	08_glutamate	anaerobic	biotrophic	18	12	1.2411	0.6667
Cell-wall polysaccharide	imat	09_glutamine	aerobic	biotrophic	18	12	0.0505	0.6667
Cell-wall polysaccharide	imat	09_glutamine	anaerobic	biotrophic	18	12	0.0061	0.6667
Cell-wall polysaccharide	imat	10_gaba	aerobic	biotrophic	18	12	0.0181	0.6667
Cell-wall polysaccharide	imat	11_galacturonate	aerobic	necrotrophic	18	11	0.2901	0.6111
Cell-wall polysaccharide	imat	11_galacturonate	anaerobic	necrotrophic	18	11	0.036	0.6111
Cell-wall polysaccharide	imat	12_xylose	aerobic	necrotrophic	18	12	0.0505	0.6667
Cell-wall polysaccharide	imat	12_xylose	anaerobic	necrotrophic	18	11	0.032	0.6111
Cell-wall polysaccharide	imat	13_arabinose	aerobic	necrotrophic	18	11	0.284	0.6111
Cell-wall polysaccharide	imat	14_maltose	aerobic	necrotrophic	18	10	0.6062	0.5556
Cell-wall polysaccharide	imat	14_maltose	anaerobic	necrotrophic	18	11	0.0583	0.6111
Cell-wall polysaccharide	imat	15_mixed_aa	aerobic	necrotrophic	18	10	2.3224	0.5556
Cell-wall polysaccharide	imat	15_mixed_aa	anaerobic	necrotrophic	18	12	0.0132	0.6667
Cell-wall polysaccharide	imat	16_pre_infection_mix	aerobic	cocktail	18	11	0.1453	0.6111
Cell-wall polysaccharide	imat	16_pre_infection_mix	anaerobic	cocktail	18	11	0.0395	0.6111
Cell-wall polysaccharide	imat	17_biotrophic_mix	aerobic	cocktail	18	12	0.0207	0.6667
Cell-wall polysaccharide	imat	17_biotrophic_mix	anaerobic	cocktail	18	11	0.0399	0.6111
Cell-wall polysaccharide	imat	18_necrotrophic_mix	aerobic	cocktail	18	9	0.3612	0.5
Cell-wall polysaccharide	imat	18_necrotrophic_mix	anaerobic	cocktail	18	11	0.0498	0.6111
Cell-wall polysaccharide	pfba	01_trehalose	aerobic	pre-infection	18	8	0.1667	0.4444
Cell-wall polysaccharide	pfba	01_trehalose	anaerobic	pre-infection	18	9	0.0678	0.5
Cell-wall polysaccharide	pfba	02_glycerol	aerobic	pre-infection	18	8	0.0475	0.4444
Cell-wall polysaccharide	pfba	02_glycerol	anaerobic	pre-infection	18	9	0.002	0.5
Cell-wall polysaccharide	pfba	03_palmitate	aerobic	pre-infection	18	8	0.2608	0.4444
Cell-wall polysaccharide	pfba	04_oleate	aerobic	pre-infection	18	8	0.293	0.4444
Cell-wall polysaccharide	pfba	05_hexacosanoate	aerobic	pre-infection	18	8	0.4716	0.4444
Cell-wall polysaccharide	pfba	06_glucose_low	aerobic	biotrophic	18	8	0.0833	0.4444
Cell-wall polysaccharide	pfba	06_glucose_low	anaerobic	biotrophic	18	9	0.0339	0.5
Cell-wall polysaccharide	pfba	07_sucrose_low	aerobic	biotrophic	18	8	0.0833	0.4444
Cell-wall polysaccharide	pfba	07_sucrose_low	anaerobic	biotrophic	18	9	0.0339	0.5
Cell-wall polysaccharide	pfba	08_glutamate	aerobic	biotrophic	18	9	0.1214	0.5
Cell-wall polysaccharide	pfba	08_glutamate	anaerobic	biotrophic	18	0	0.0	0.0
Cell-wall polysaccharide	pfba	09_glutamine	aerobic	biotrophic	18	9	0.1215	0.5
Cell-wall polysaccharide	pfba	09_glutamine	anaerobic	biotrophic	18	0	0.0	0.0
Cell-wall polysaccharide	pfba	10_gaba	aerobic	biotrophic	18	9	0.1142	0.5
Cell-wall polysaccharide	pfba	11_galacturonate	aerobic	necrotrophic	18	8	0.3416	0.4444
Cell-wall polysaccharide	pfba	11_galacturonate	anaerobic	necrotrophic	18	8	0.0933	0.4444
Cell-wall polysaccharide	pfba	12_xylose	aerobic	necrotrophic	18	8	0.3334	0.4444
Cell-wall polysaccharide	pfba	12_xylose	anaerobic	necrotrophic	18	8	0.0681	0.4444
Cell-wall polysaccharide	pfba	13_arabinose	aerobic	necrotrophic	18	8	0.3195	0.4444
Cell-wall polysaccharide	pfba	14_maltose	aerobic	necrotrophic	18	8	0.8335	0.4444
Cell-wall polysaccharide	pfba	14_maltose	anaerobic	necrotrophic	18	9	0.3388	0.5
Cell-wall polysaccharide	pfba	15_mixed_aa	aerobic	necrotrophic	18	7	0.3069	0.3889
Cell-wall polysaccharide	pfba	15_mixed_aa	anaerobic	necrotrophic	18	7	0.0247	0.3889
Cell-wall polysaccharide	pfba	16_pre_infection_mix	aerobic	cocktail	18	8	0.1587	0.4444
Cell-wall polysaccharide	pfba	16_pre_infection_mix	anaerobic	cocktail	18	9	0.0229	0.5
Cell-wall polysaccharide	pfba	17_biotrophic_mix	aerobic	cocktail	18	8	0.1434	0.4444
Cell-wall polysaccharide	pfba	17_biotrophic_mix	anaerobic	cocktail	18	9	0.0429	0.5
Cell-wall polysaccharide	pfba	18_necrotrophic_mix	aerobic	cocktail	18	7	0.9602	0.3889
Cell-wall polysaccharide	pfba	18_necrotrophic_mix	anaerobic	cocktail	18	7	0.1904	0.3889
Cofactor / vitamin biosynthesis	eflux	01_trehalose	aerobic	pre-infection	117	38	1.1291	0.3248
Cofactor / vitamin biosynthesis	eflux	01_trehalose	anaerobic	pre-infection	117	40	4.1093	0.3419
Cofactor / vitamin biosynthesis	eflux	02_glycerol	aerobic	pre-infection	117	41	0.8042	0.3504
Cofactor / vitamin biosynthesis	eflux	02_glycerol	anaerobic	pre-infection	117	28	2.3776	0.2393
Cofactor / vitamin biosynthesis	eflux	03_palmitate	aerobic	pre-infection	117	40	4.5975	0.3419
Cofactor / vitamin biosynthesis	eflux	04_oleate	aerobic	pre-infection	117	39	9.187	0.3333
Cofactor / vitamin biosynthesis	eflux	05_hexacosanoate	aerobic	pre-infection	117	39	10.6815	0.3333
Cofactor / vitamin biosynthesis	eflux	06_glucose_low	aerobic	biotrophic	117	39	0.6036	0.3333
Cofactor / vitamin biosynthesis	eflux	06_glucose_low	anaerobic	biotrophic	117	39	2.045	0.3333
Cofactor / vitamin biosynthesis	eflux	07_sucrose_low	aerobic	biotrophic	117	38	0.5647	0.3248
Cofactor / vitamin biosynthesis	eflux	07_sucrose_low	anaerobic	biotrophic	117	40	2.538	0.3419
Cofactor / vitamin biosynthesis	eflux	08_glutamate	aerobic	biotrophic	117	41	3.06	0.3504
Cofactor / vitamin biosynthesis	eflux	08_glutamate	anaerobic	biotrophic	117	26	2.2903	0.2222
Cofactor / vitamin biosynthesis	eflux	09_glutamine	aerobic	biotrophic	117	41	3.0611	0.3504
Cofactor / vitamin biosynthesis	eflux	09_glutamine	anaerobic	biotrophic	117	26	2.2905	0.2222
Cofactor / vitamin biosynthesis	eflux	10_gaba	aerobic	biotrophic	117	37	1.0852	0.3162
Cofactor / vitamin biosynthesis	eflux	11_galacturonate	aerobic	necrotrophic	117	0	0.0	0.0
Cofactor / vitamin biosynthesis	eflux	11_galacturonate	anaerobic	necrotrophic	117	0	0.0	0.0
Cofactor / vitamin biosynthesis	eflux	12_xylose	aerobic	necrotrophic	117	38	1.7587	0.3248
Cofactor / vitamin biosynthesis	eflux	12_xylose	anaerobic	necrotrophic	117	40	2.8055	0.3419
Cofactor / vitamin biosynthesis	eflux	13_arabinose	aerobic	necrotrophic	117	39	3.7941	0.3333
Cofactor / vitamin biosynthesis	eflux	14_maltose	aerobic	necrotrophic	117	38	5.6467	0.3248
Cofactor / vitamin biosynthesis	eflux	14_maltose	anaerobic	necrotrophic	117	42	25.4219	0.359
Cofactor / vitamin biosynthesis	eflux	15_mixed_aa	aerobic	necrotrophic	117	35	7.2377	0.2991
Cofactor / vitamin biosynthesis	eflux	15_mixed_aa	anaerobic	necrotrophic	117	35	1.3322	0.2991
Cofactor / vitamin biosynthesis	eflux	16_pre_infection_mix	aerobic	cocktail	117	38	4.2238	0.3248
Cofactor / vitamin biosynthesis	eflux	16_pre_infection_mix	anaerobic	cocktail	117	37	1.6451	0.3162
Cofactor / vitamin biosynthesis	eflux	17_biotrophic_mix	aerobic	cocktail	117	39	3.4823	0.3333
Cofactor / vitamin biosynthesis	eflux	17_biotrophic_mix	anaerobic	cocktail	117	37	1.2873	0.3162
Cofactor / vitamin biosynthesis	eflux	18_necrotrophic_mix	aerobic	cocktail	117	33	2.9713	0.2821
Cofactor / vitamin biosynthesis	eflux	18_necrotrophic_mix	anaerobic	cocktail	117	35	14.7658	0.2991
Cofactor / vitamin biosynthesis	gimme	01_trehalose	aerobic	pre-infection	117	41	1.0826	0.3504
Cofactor / vitamin biosynthesis	gimme	01_trehalose	anaerobic	pre-infection	117	41	4.6256	0.3504
Cofactor / vitamin biosynthesis	gimme	02_glycerol	aerobic	pre-infection	117	40	0.6482	0.3419
Cofactor / vitamin biosynthesis	gimme	02_glycerol	anaerobic	pre-infection	117	29	2.0614	0.2479
Cofactor / vitamin biosynthesis	gimme	03_palmitate	aerobic	pre-infection	117	40	5.0201	0.3419
Cofactor / vitamin biosynthesis	gimme	04_oleate	aerobic	pre-infection	117	41	8.808	0.3504
Cofactor / vitamin biosynthesis	gimme	05_hexacosanoate	aerobic	pre-infection	117	39	11.742	0.3333
Cofactor / vitamin biosynthesis	gimme	06_glucose_low	aerobic	biotrophic	117	39	0.5416	0.3333
Cofactor / vitamin biosynthesis	gimme	06_glucose_low	anaerobic	biotrophic	117	39	2.25	0.3333
Cofactor / vitamin biosynthesis	gimme	07_sucrose_low	aerobic	biotrophic	117	40	4.8147	0.3419
Cofactor / vitamin biosynthesis	gimme	07_sucrose_low	anaerobic	biotrophic	117	40	2.3233	0.3419
Cofactor / vitamin biosynthesis	gimme	08_glutamate	aerobic	biotrophic	117	41	3.21	0.3504
Cofactor / vitamin biosynthesis	gimme	08_glutamate	anaerobic	biotrophic	117	25	1.4621	0.2137
Cofactor / vitamin biosynthesis	gimme	09_glutamine	aerobic	biotrophic	117	42	5.0752	0.359
Cofactor / vitamin biosynthesis	gimme	09_glutamine	anaerobic	biotrophic	117	25	2.2877	0.2137
Cofactor / vitamin biosynthesis	gimme	10_gaba	aerobic	biotrophic	117	38	1.126	0.3248
Cofactor / vitamin biosynthesis	gimme	11_galacturonate	aerobic	necrotrophic	117	41	10.3155	0.3504
Cofactor / vitamin biosynthesis	gimme	11_galacturonate	anaerobic	necrotrophic	117	41	5.0733	0.3504
Cofactor / vitamin biosynthesis	gimme	12_xylose	aerobic	necrotrophic	117	40	0.9339	0.3419
Cofactor / vitamin biosynthesis	gimme	12_xylose	anaerobic	necrotrophic	117	40	2.9764	0.3419
Cofactor / vitamin biosynthesis	gimme	13_arabinose	aerobic	necrotrophic	117	38	3.5544	0.3248
Cofactor / vitamin biosynthesis	gimme	14_maltose	aerobic	necrotrophic	117	39	4.8059	0.3333
Cofactor / vitamin biosynthesis	gimme	14_maltose	anaerobic	necrotrophic	117	42	26.019	0.359
Cofactor / vitamin biosynthesis	gimme	15_mixed_aa	aerobic	necrotrophic	117	35	5.6145	0.2991
Cofactor / vitamin biosynthesis	gimme	15_mixed_aa	anaerobic	necrotrophic	117	35	1.5072	0.2991
Cofactor / vitamin biosynthesis	gimme	16_pre_infection_mix	aerobic	cocktail	117	38	4.428	0.3248
Cofactor / vitamin biosynthesis	gimme	16_pre_infection_mix	anaerobic	cocktail	117	32	1.717	0.2735
Cofactor / vitamin biosynthesis	gimme	17_biotrophic_mix	aerobic	cocktail	117	39	4.0041	0.3333
Cofactor / vitamin biosynthesis	gimme	17_biotrophic_mix	anaerobic	cocktail	117	38	1.7672	0.3248
Cofactor / vitamin biosynthesis	gimme	18_necrotrophic_mix	aerobic	cocktail	117	37	7.2418	0.3162
Cofactor / vitamin biosynthesis	gimme	18_necrotrophic_mix	anaerobic	cocktail	117	39	1018.7598	0.3333
Cofactor / vitamin biosynthesis	imat	01_trehalose	aerobic	pre-infection	117	65	1676.5481	0.5556
Cofactor / vitamin biosynthesis	imat	01_trehalose	anaerobic	pre-infection	117	58	2003.7013	0.4957
Cofactor / vitamin biosynthesis	imat	02_glycerol	aerobic	pre-infection	117	53	36.9877	0.453
Cofactor / vitamin biosynthesis	imat	02_glycerol	anaerobic	pre-infection	117	35	670.0617	0.2991
Cofactor / vitamin biosynthesis	imat	03_palmitate	aerobic	pre-infection	117	63	692.3614	0.5385
Cofactor / vitamin biosynthesis	imat	04_oleate	aerobic	pre-infection	117	64	1017.2216	0.547
Cofactor / vitamin biosynthesis	imat	05_hexacosanoate	aerobic	pre-infection	117	63	2014.889	0.5385
Cofactor / vitamin biosynthesis	imat	06_glucose_low	aerobic	biotrophic	117	64	4002.6397	0.547
Cofactor / vitamin biosynthesis	imat	06_glucose_low	anaerobic	biotrophic	117	51	1001.4616	0.4359
Cofactor / vitamin biosynthesis	imat	07_sucrose_low	aerobic	biotrophic	117	62	1667.9688	0.5299
Cofactor / vitamin biosynthesis	imat	07_sucrose_low	anaerobic	biotrophic	117	52	1668.4919	0.4444
Cofactor / vitamin biosynthesis	imat	08_glutamate	aerobic	biotrophic	117	63	3193.1191	0.5385
Cofactor / vitamin biosynthesis	imat	08_glutamate	anaerobic	biotrophic	117	34	670.4797	0.2906
Cofactor / vitamin biosynthesis	imat	09_glutamine	aerobic	biotrophic	117	65	3949.7734	0.5556
Cofactor / vitamin biosynthesis	imat	09_glutamine	anaerobic	biotrophic	117	32	1668.9646	0.2735
Cofactor / vitamin biosynthesis	imat	10_gaba	aerobic	biotrophic	117	58	4010.5954	0.4957
Cofactor / vitamin biosynthesis	imat	11_galacturonate	aerobic	necrotrophic	117	62	2998.2234	0.5299
Cofactor / vitamin biosynthesis	imat	11_galacturonate	anaerobic	necrotrophic	117	54	105.4343	0.4615
Cofactor / vitamin biosynthesis	imat	12_xylose	aerobic	necrotrophic	117	62	1586.6848	0.5299
Cofactor / vitamin biosynthesis	imat	12_xylose	anaerobic	necrotrophic	117	51	765.8166	0.4359
Cofactor / vitamin biosynthesis	imat	13_arabinose	aerobic	necrotrophic	117	63	675.4975	0.5385
Cofactor / vitamin biosynthesis	imat	14_maltose	aerobic	necrotrophic	117	62	52.2284	0.5299
Cofactor / vitamin biosynthesis	imat	14_maltose	anaerobic	necrotrophic	117	65	2904.1858	0.5556
Cofactor / vitamin biosynthesis	imat	15_mixed_aa	aerobic	necrotrophic	117	67	9.3681	0.5726
Cofactor / vitamin biosynthesis	imat	15_mixed_aa	anaerobic	necrotrophic	117	51	1001.4425	0.4359
Cofactor / vitamin biosynthesis	imat	16_pre_infection_mix	aerobic	cocktail	117	60	1667.9353	0.5128
Cofactor / vitamin biosynthesis	imat	16_pre_infection_mix	anaerobic	cocktail	117	52	2001.5368	0.4444
Cofactor / vitamin biosynthesis	imat	17_biotrophic_mix	aerobic	cocktail	117	60	3099.5077	0.5128
Cofactor / vitamin biosynthesis	imat	17_biotrophic_mix	anaerobic	cocktail	117	53	1667.6081	0.453
Cofactor / vitamin biosynthesis	imat	18_necrotrophic_mix	aerobic	cocktail	117	61	2688.9348	0.5214
Cofactor / vitamin biosynthesis	imat	18_necrotrophic_mix	anaerobic	cocktail	117	61	9.6629	0.5214
Cofactor / vitamin biosynthesis	pfba	01_trehalose	aerobic	pre-infection	117	39	1.207	0.3333
Cofactor / vitamin biosynthesis	pfba	01_trehalose	anaerobic	pre-infection	117	41	4.1252	0.3504
Cofactor / vitamin biosynthesis	pfba	02_glycerol	aerobic	pre-infection	117	40	0.782	0.3419
Cofactor / vitamin biosynthesis	pfba	02_glycerol	anaerobic	pre-infection	117	26	2.3769	0.2222
Cofactor / vitamin biosynthesis	pfba	03_palmitate	aerobic	pre-infection	117	39	2.5139	0.3333
Cofactor / vitamin biosynthesis	pfba	04_oleate	aerobic	pre-infection	117	40	9.324	0.3419
Cofactor / vitamin biosynthesis	pfba	05_hexacosanoate	aerobic	pre-infection	117	39	10.6815	0.3333
Cofactor / vitamin biosynthesis	pfba	06_glucose_low	aerobic	biotrophic	117	38	0.5647	0.3248
Cofactor / vitamin biosynthesis	pfba	06_glucose_low	anaerobic	biotrophic	117	40	2.0529	0.3419
Cofactor / vitamin biosynthesis	pfba	07_sucrose_low	aerobic	biotrophic	117	38	0.5647	0.3248
Cofactor / vitamin biosynthesis	pfba	07_sucrose_low	anaerobic	biotrophic	117	40	2.0626	0.3419
Cofactor / vitamin biosynthesis	pfba	08_glutamate	aerobic	biotrophic	117	41	3.0332	0.3504
Cofactor / vitamin biosynthesis	pfba	08_glutamate	anaerobic	biotrophic	117	0	0.0	0.0
Cofactor / vitamin biosynthesis	pfba	09_glutamine	aerobic	biotrophic	117	41	3.0611	0.3504
Cofactor / vitamin biosynthesis	pfba	09_glutamine	anaerobic	biotrophic	117	0	0.0	0.0
Cofactor / vitamin biosynthesis	pfba	10_gaba	aerobic	biotrophic	117	39	1.3833	0.3333
Cofactor / vitamin biosynthesis	pfba	11_galacturonate	aerobic	necrotrophic	117	40	5.7638	0.3419
Cofactor / vitamin biosynthesis	pfba	11_galacturonate	anaerobic	necrotrophic	117	39	4.9479	0.3333
Cofactor / vitamin biosynthesis	pfba	12_xylose	aerobic	necrotrophic	117	38	1.7587	0.3248
Cofactor / vitamin biosynthesis	pfba	12_xylose	anaerobic	necrotrophic	117	41	2.8215	0.3504
Cofactor / vitamin biosynthesis	pfba	13_arabinose	aerobic	necrotrophic	117	39	3.7941	0.3333
Cofactor / vitamin biosynthesis	pfba	14_maltose	aerobic	necrotrophic	117	39	6.0364	0.3333
Cofactor / vitamin biosynthesis	pfba	14_maltose	anaerobic	necrotrophic	117	41	20.6257	0.3504
Cofactor / vitamin biosynthesis	pfba	15_mixed_aa	aerobic	necrotrophic	117	35	7.2377	0.2991
Cofactor / vitamin biosynthesis	pfba	15_mixed_aa	anaerobic	necrotrophic	117	35	1.3322	0.2991
Cofactor / vitamin biosynthesis	pfba	16_pre_infection_mix	aerobic	cocktail	117	38	4.2238	0.3248
Cofactor / vitamin biosynthesis	pfba	16_pre_infection_mix	anaerobic	cocktail	117	38	1.6505	0.3248
Cofactor / vitamin biosynthesis	pfba	17_biotrophic_mix	aerobic	cocktail	117	40	3.5493	0.3419
Cofactor / vitamin biosynthesis	pfba	17_biotrophic_mix	anaerobic	cocktail	117	38	1.2973	0.3248
Cofactor / vitamin biosynthesis	pfba	18_necrotrophic_mix	aerobic	cocktail	117	33	3.3169	0.2821
Cofactor / vitamin biosynthesis	pfba	18_necrotrophic_mix	anaerobic	cocktail	117	33	15.6877	0.2821
Compatible solute / mannitol	eflux	01_trehalose	aerobic	pre-infection	2	2	0.0291	1.0
Compatible solute / mannitol	eflux	01_trehalose	anaerobic	pre-infection	2	2	0.0059	1.0
Compatible solute / mannitol	eflux	02_glycerol	aerobic	pre-infection	2	2	0.0083	1.0
Compatible solute / mannitol	eflux	02_glycerol	anaerobic	pre-infection	2	2	0.0002	1.0
Compatible solute / mannitol	eflux	03_palmitate	aerobic	pre-infection	2	2	0.0456	1.0
Compatible solute / mannitol	eflux	04_oleate	aerobic	pre-infection	2	2	0.0512	1.0
Compatible solute / mannitol	eflux	05_hexacosanoate	aerobic	pre-infection	2	2	0.0824	1.0
Compatible solute / mannitol	eflux	06_glucose_low	aerobic	biotrophic	2	2	0.0146	1.0
Compatible solute / mannitol	eflux	06_glucose_low	anaerobic	biotrophic	2	2	0.003	1.0
Compatible solute / mannitol	eflux	07_sucrose_low	aerobic	biotrophic	2	2	0.0146	1.0
Compatible solute / mannitol	eflux	07_sucrose_low	anaerobic	biotrophic	2	2	0.003	1.0
Compatible solute / mannitol	eflux	08_glutamate	aerobic	biotrophic	2	2	0.0211	1.0
Compatible solute / mannitol	eflux	08_glutamate	anaerobic	biotrophic	2	2	0.0001	1.0
Compatible solute / mannitol	eflux	09_glutamine	aerobic	biotrophic	2	2	0.0211	1.0
Compatible solute / mannitol	eflux	09_glutamine	anaerobic	biotrophic	2	2	0.0001	1.0
Compatible solute / mannitol	eflux	10_gaba	aerobic	biotrophic	2	2	0.0198	1.0
Compatible solute / mannitol	eflux	11_galacturonate	aerobic	necrotrophic	2	0	0.0	0.0
Compatible solute / mannitol	eflux	11_galacturonate	anaerobic	necrotrophic	2	0	0.0	0.0
Compatible solute / mannitol	eflux	12_xylose	aerobic	necrotrophic	2	2	0.0583	1.0
Compatible solute / mannitol	eflux	12_xylose	anaerobic	necrotrophic	2	2	0.006	1.0
Compatible solute / mannitol	eflux	13_arabinose	aerobic	necrotrophic	2	2	0.0558	1.0
Compatible solute / mannitol	eflux	14_maltose	aerobic	necrotrophic	2	2	0.1457	1.0
Compatible solute / mannitol	eflux	14_maltose	anaerobic	necrotrophic	2	2	0.0296	1.0
Compatible solute / mannitol	eflux	15_mixed_aa	aerobic	necrotrophic	2	2	0.057	1.0
Compatible solute / mannitol	eflux	15_mixed_aa	anaerobic	necrotrophic	2	2	0.0046	1.0
Compatible solute / mannitol	eflux	16_pre_infection_mix	aerobic	cocktail	2	2	0.0277	1.0
Compatible solute / mannitol	eflux	16_pre_infection_mix	anaerobic	cocktail	2	2	0.002	1.0
Compatible solute / mannitol	eflux	17_biotrophic_mix	aerobic	cocktail	2	2	0.0251	1.0
Compatible solute / mannitol	eflux	17_biotrophic_mix	anaerobic	cocktail	2	2	0.0037	1.0
Compatible solute / mannitol	eflux	18_necrotrophic_mix	aerobic	cocktail	2	2	0.1651	1.0
Compatible solute / mannitol	eflux	18_necrotrophic_mix	anaerobic	cocktail	2	2	0.032	1.0
Compatible solute / mannitol	gimme	01_trehalose	aerobic	pre-infection	2	2	0.0262	1.0
Compatible solute / mannitol	gimme	01_trehalose	anaerobic	pre-infection	2	2	0.0053	1.0
Compatible solute / mannitol	gimme	02_glycerol	aerobic	pre-infection	2	2	0.0075	1.0
Compatible solute / mannitol	gimme	02_glycerol	anaerobic	pre-infection	2	2	0.0002	1.0
Compatible solute / mannitol	gimme	03_palmitate	aerobic	pre-infection	2	2	0.041	1.0
Compatible solute / mannitol	gimme	04_oleate	aerobic	pre-infection	2	2	0.0461	1.0
Compatible solute / mannitol	gimme	05_hexacosanoate	aerobic	pre-infection	2	2	0.0742	1.0
Compatible solute / mannitol	gimme	06_glucose_low	aerobic	biotrophic	2	2	0.0131	1.0
Compatible solute / mannitol	gimme	06_glucose_low	anaerobic	biotrophic	2	2	0.0027	1.0
Compatible solute / mannitol	gimme	07_sucrose_low	aerobic	biotrophic	2	2	0.0131	1.0
Compatible solute / mannitol	gimme	07_sucrose_low	anaerobic	biotrophic	2	2	0.0027	1.0
Compatible solute / mannitol	gimme	08_glutamate	aerobic	biotrophic	2	2	0.019	1.0
Compatible solute / mannitol	gimme	08_glutamate	anaerobic	biotrophic	2	2	0.0001	1.0
Compatible solute / mannitol	gimme	09_glutamine	aerobic	biotrophic	2	2	0.019	1.0
Compatible solute / mannitol	gimme	09_glutamine	anaerobic	biotrophic	2	2	0.0001	1.0
Compatible solute / mannitol	gimme	10_gaba	aerobic	biotrophic	2	2	0.0178	1.0
Compatible solute / mannitol	gimme	11_galacturonate	aerobic	necrotrophic	2	2	0.0537	1.0
Compatible solute / mannitol	gimme	11_galacturonate	anaerobic	necrotrophic	2	2	0.0074	1.0
Compatible solute / mannitol	gimme	12_xylose	aerobic	necrotrophic	2	2	0.0524	1.0
Compatible solute / mannitol	gimme	12_xylose	anaerobic	necrotrophic	2	2	0.0054	1.0
Compatible solute / mannitol	gimme	13_arabinose	aerobic	necrotrophic	2	2	0.0503	1.0
Compatible solute / mannitol	gimme	14_maltose	aerobic	necrotrophic	2	2	0.1311	1.0
