ec	kcat	tier	n	n_fungal	n_any
2.1.1.321	0.01	brenda_any	1	0	1
2.1.1.323	0.72	brenda_any	1	0	1
2.1.1.325	0.0522	brenda_any	17	0	17
2.1.1.327	1.3	brenda_any	1	0	1
2.1.1.329	0.44	brenda_any	1	0	1
2.1.1.336	0.0583	brenda_any	12	0	12
2.1.1.337	0.047	brenda_any	11	0	11
2.1.1.341	5.2225	brenda_any	2	0	2
2.1.1.343	0.331	brenda_any	4	0	4
2.1.1.35	0.2044	brenda_any	6	0	6
2.1.1.354	6.0444	brenda_any	20	0	20
2.1.1.355	0.038	brenda_fungal	11	1	11
2.1.1.356	1.0806	brenda_any	13	0	13
2.1.1.357	0.0028	brenda_any	2	0	2
2.1.1.359	3.6805	brenda_any	6	0	6
2.1.1.365	0.0005	brenda_any	3	0	3
2.1.1.366	0.0569	brenda_any	4	0	4
2.1.1.368	0.3415	brenda_any	8	0	8
2.1.1.369	0.0704	brenda_any	3	0	3
2.1.1.37	0.058	brenda_any	29	0	29
2.1.1.373	0.5134	brenda_any	2	0	2
2.1.1.374	0.0726	brenda_any	3	0	3
2.1.1.381	0.098	brenda_any	1	0	1
2.1.1.386	0.0434	brenda_any	3	0	3
2.1.1.388	2.83	brenda_any	1	0	1
2.1.1.392	2.07	brenda_any	2	0	2
2.1.1.393	0.97	brenda_any	2	0	2
2.1.1.396	0.0177	brenda_any	4	0	4
2.1.1.41	0.0133	brenda_fungal	36	34	36
2.1.1.44	0.535	brenda_any	4	0	4
2.1.1.45	17.6	brenda_any	23	0	23
2.1.1.49	0.6019	brenda_any	14	0	14
2.1.1.5	0.0396	brenda_any	37	0	37
2.1.1.50	0.327	brenda_any	1	0	1
2.1.1.53	1.73	brenda_any	21	0	21
2.1.1.56	0.0983	brenda_fungal	22	1	22
2.1.1.6	0.0289	brenda_fungal	17	1	17
2.1.1.61	1.23	brenda_any	1	0	1
2.1.1.63	8.4	brenda_any	1	0	1
2.1.1.68	9.547	brenda_any	14	0	14
2.1.1.7	3.52	brenda_any	1	0	1
2.1.1.72	0.288	brenda_any	75	0	75
2.1.1.75	0.1133	brenda_any	2	0	2
2.1.1.76	2.556	brenda_any	4	0	4
2.1.1.77	233.3	brenda_fungal	2	2	2
2.1.1.79	2.55	brenda_any	14	0	14
2.1.1.8	0.496	brenda_any	4	0	4
2.1.1.80	0.167	brenda_any	1	0	1
2.1.1.82	0.0707	brenda_any	4	0	4
2.1.1.85	0.0105	brenda_any	22	0	22
2.1.1.9	0.0428	brenda_any	5	0	5
2.1.1.90	0.315	brenda_any	1	0	1
2.1.2.1	19.15	brenda_any	106	0	106
2.1.2.10	18.7	brenda_any	18	0	18
2.1.2.11	0.7824	brenda_any	3	0	3
2.1.2.14	0.54	brenda_any	1	0	1
2.1.2.2	19.78	brenda_any	23	0	23
2.1.2.3	7.09	brenda_any	6	0	6
2.1.2.5	0.0193	brenda_any	8	0	8
2.1.2.8	10.1614	brenda_any	3	0	3
2.1.2.9	0.13	brenda_fungal	25	3	25
2.1.3.12	3.59	brenda_any	4	0	4
2.1.3.2	234.3	brenda_any	8	0	8
2.1.3.3	738.8	brenda_any	53	0	53
2.1.4.1	875.0	brenda_any	2	0	2
2.1.5.1	7.9	brenda_any	1	0	1
2.10.1.1	2.275	brenda_any	2	0	2
2.2.1.1	69.0	brenda_fungal	70	31	70
2.2.1.2	16.392	brenda_any	18	0	18
2.2.1.5	5.186	brenda_any	2	0	2
2.2.1.6	61.6	brenda_any	92	0	92
2.2.1.7	9.6	brenda_any	66	0	66
2.2.1.8	0.0366	brenda_any	8	0	8
2.2.1.9	0.337	brenda_any	41	0	41
2.3.1.1	0.724	brenda_any	2	0	2
2.3.1.101	2690.0	brenda_any	2	0	2
2.3.1.102	0.0011	brenda_any	5	0	5
2.3.1.108	6.05	brenda_any	20	0	20
2.3.1.115	67.175	brenda_any	8	0	8
2.3.1.116	9.0	brenda_any	4	0	4
2.3.1.117	0.22	brenda_any	1	0	1
2.3.1.118	49.184	brenda_any	2	0	2
2.3.1.12	1.7646	brenda_any	4	0	4
2.3.1.122	1.09	brenda_any	1	0	1
2.3.1.129	10.366	brenda_any	3	0	3
2.3.1.13	15.0	brenda_any	11	0	11
2.3.1.135	40.4	brenda_any	1	0	1
2.3.1.136	2.57	brenda_any	11	0	11
2.3.1.137	0.367	brenda_any	1	0	1
2.3.1.15	0.0676	brenda_any	4	0	4
2.3.1.150	4.29	brenda_any	2	0	2
2.3.1.151	4.859	brenda_any	6	0	6
2.3.1.157	840.5	brenda_any	36	0	36
2.3.1.159	0.0992	brenda_any	4	0	4
2.3.1.16	13.46	brenda_any	2	0	2
2.3.1.160	0.345	brenda_any	7	0	7
2.3.1.161	3.25	brenda_fungal	4	4	4
2.3.1.162	175.58	brenda_any	9	0	9
2.3.1.165	0.023	brenda_fungal	2	2	2
2.3.1.166	0.0127	brenda_any	19	0	19
2.3.1.167	26.916	brenda_any	24	0	24
2.3.1.169	0.1136	brenda_any	3	0	3
2.3.1.17	0.0302	brenda_any	5	0	5
2.3.1.171	10.56	brenda_any	13	0	13
2.3.1.172	8.07	brenda_any	18	0	18
2.3.1.174	7.8	brenda_any	2	0	2
2.3.1.177	0.6726	brenda_any	13	0	13
2.3.1.179	0.0435	brenda_any	8	0	8
2.3.1.18	100.54	brenda_any	23	0	23
2.3.1.180	22.28	brenda_any	18	0	18
2.3.1.181	0.2	brenda_any	2	0	2
2.3.1.183	455.6	brenda_any	12	0	12
2.3.1.184	0.427	brenda_any	4	0	4
2.3.1.19	1109.4	brenda_any	18	0	18
2.3.1.191	18.0	brenda_any	23	0	23
2.3.1.195	20.66	brenda_any	3	0	3
2.3.1.196	71.62	brenda_any	25	0	25
2.3.1.197	3.02	brenda_any	2	0	2
2.3.1.20	0.92	brenda_any	1	0	1
2.3.1.201	48.3	brenda_any	1	0	1
2.3.1.203	348000.0	brenda_any	10	0	10
2.3.1.205	0.6	brenda_fungal	2	2	2
2.3.1.206	0.0173	brenda_any	2	0	2
2.3.1.208	0.0354	brenda_any	3	0	3
2.3.1.209	141.93	brenda_any	2	0	2
2.3.1.212	0.2006	brenda_any	9	0	9
2.3.1.214	0.55	brenda_any	2	0	2
2.3.1.215	69.712	brenda_any	9	0	9
2.3.1.217	0.029	brenda_any	10	0	10
2.3.1.218	0.0191	brenda_any	2	0	2
2.3.1.219	2.2097	brenda_any	4	0	4
2.3.1.220	0.0556	brenda_any	9	0	9
2.3.1.221	0.0472	brenda_fungal	2	2	2
2.3.1.222	5.4	brenda_any	11	0	11
2.3.1.224	0.76	brenda_any	4	0	4
2.3.1.226	1.682	brenda_any	2	0	2
2.3.1.228	0.0209	brenda_any	2	0	2
2.3.1.23	0.0122	brenda_any	2	0	2
2.3.1.230	0.0165	brenda_any	2	0	2
2.3.1.232	0.0184	brenda_any	4	0	4
2.3.1.233	46.02	brenda_any	17	0	17
2.3.1.238	0.806	brenda_fungal	1	1	1
2.3.1.239	0.05	brenda_any	1	0	1
2.3.1.240	0.055	brenda_any	1	0	1
2.3.1.241	131.0	brenda_any	1	0	1
2.3.1.246	0.0124	brenda_any	2	0	2
2.3.1.247	2.69	brenda_any	8	0	8
2.3.1.248	38.88	brenda_any	5	0	5
2.3.1.249	3.37	brenda_any	2	0	2
2.3.1.253	0.267	brenda_any	8	0	8
2.3.1.254	0.15	brenda_any	6	0	6
2.3.1.255	4.4	brenda_fungal	23	19	23
2.3.1.258	0.138	brenda_any	8	0	8
2.3.1.262	0.3	brenda_any	1	0	1
2.3.1.263	3.49	brenda_any	2	0	2
2.3.1.271	609.0	brenda_fungal	39	39	39
2.3.1.273	0.0371	brenda_any	10	0	10
2.3.1.274	0.1245	brenda_any	28	0	28
2.3.1.276	69.7	brenda_any	4	0	4
2.3.1.277	2.0	brenda_any	1	0	1
2.3.1.28	206.0	brenda_any	6	0	6
2.3.1.280	14.79	brenda_any	12	0	12
2.3.1.282	0.0004	brenda_any	2	0	2
2.3.1.286	0.18	brenda_any	11	0	11
2.3.1.288	0.0064	brenda_any	2	0	2
2.3.1.292	0.1964	brenda_any	3	0	3
2.3.1.293	0.3995	brenda_any	4	0	4
2.3.1.294	0.03	brenda_any	9	0	9
2.3.1.3	2.5	brenda_any	1	0	1
2.3.1.30	100.119	brenda_any	14	0	14
2.3.1.300	0.3502	brenda_any	10	0	10
2.3.1.302	10.09	brenda_any	2	0	2
2.3.1.304	297.0	brenda_any	21	0	21
2.3.1.31	122.0	brenda_fungal	60	12	60
2.3.1.313	0.0019	brenda_any	3	0	3
2.3.1.32	7.63	brenda_any	2	0	2
2.3.1.37	2.075	brenda_any	88	0	88
2.3.1.38	3.88	brenda_any	5	0	5
2.3.1.39	1000.0	brenda_any	35	0	35
2.3.1.4	38.0	brenda_fungal	13	7	13
2.3.1.41	78.6	brenda_any	36	0	36
2.3.1.46	49.09	brenda_any	40	0	40
2.3.1.47	0.11	brenda_any	11	0	11
2.3.1.48	4.1	brenda_fungal	86	34	86
2.3.1.5	513.0	brenda_any	137	0	137
2.3.1.50	1.14	brenda_any	34	0	34
2.3.1.54	12.26	brenda_any	4	0	4
2.3.1.57	8.76	brenda_any	19	0	19
2.3.1.60	3.57	brenda_any	1	0	1
2.3.1.61	186.0	brenda_fungal	10	10	10
2.3.1.7	93.06	brenda_any	24	0	24
2.3.1.71	3.9	brenda_any	4	0	4
2.3.1.74	0.1594	brenda_any	27	0	27
2.3.1.75	0.498	brenda_any	37	0	37
2.3.1.8	1480.0	brenda_any	91	0	91
2.3.1.81	52.95	brenda_any	66	0	66
2.3.1.82	3.415	brenda_any	186	0	186
2.3.1.84	509.2	brenda_any	37	0	37
2.3.1.85	13.36	brenda_any	32	0	32
2.3.1.87	30.6	brenda_any	68	0	68
2.3.1.9	7.0	brenda_fungal	27	3	27
2.3.1.94	0.0438	brenda_any	8	0	8
2.3.1.95	0.0139	brenda_any	8	0	8
2.3.1.97	13.8	brenda_fungal	21	2	21
2.3.1.99	2.315	brenda_any	6	0	6
2.3.2.10	21.99	brenda_any	4	0	4
2.3.2.12	0.0508	brenda_fungal	14	6	14
2.3.2.13	83.4	brenda_any	48	0	48
2.3.2.2	120.82	brenda_any	43	0	43
2.3.2.23	1.76	brenda_any	6	0	6
2.3.2.24	0.0047	brenda_any	6	0	6
2.3.2.26	0.0072	brenda_any	5	0	5
2.3.2.5	62.0	brenda_any	326	0	326
2.3.2.6	0.82	brenda_any	10	0	10
2.3.2.8	0.0667	brenda_fungal	1	1	1
2.3.3.1	260.0	brenda_any	10	0	10
2.3.3.10	0.415	brenda_any	11	0	11
2.3.3.13	13.79	brenda_fungal	75	2	75
2.3.3.14	5.133	brenda_fungal	40	33	40
2.3.3.16	11.2	brenda_fungal	88	1	88
2.3.3.17	2.65	brenda_any	8	0	8
2.3.3.21	9.13	brenda_any	103	0	103
2.3.3.5	32.7	brenda_fungal	14	12	14
2.3.3.9	60.7	brenda_any	11	0	11
2.4.1.1	57.37	brenda_any	78	0	78
2.4.1.10	0.117	brenda_fungal	75	1	75
2.4.1.115	0.8752	brenda_any	4	0	4
2.4.1.12	2.9	brenda_any	1	0	1
2.4.1.120	0.04	brenda_any	1	0	1
2.4.1.121	1.805	brenda_any	4	0	4
2.4.1.128	5.59	brenda_any	16	0	16
2.4.1.13	121.94	brenda_any	93	0	93
2.4.1.133	78.03	brenda_any	52	0	52
2.4.1.136	13.1	brenda_any	6	0	6
2.4.1.140	290.0	brenda_any	1	0	1
2.4.1.143	0.7275	brenda_any	16	0	16
2.4.1.15	5.89	brenda_fungal	6	2	6
2.4.1.152	4.021	brenda_any	24	0	24
2.4.1.17	0.28	brenda_any	6	0	6
2.4.1.170	5.95	brenda_any	27	0	27
2.4.1.173	650.6	brenda_fungal	11	3	11
2.4.1.175	355.0	brenda_any	1	0	1
2.4.1.177	4.22	brenda_any	15	0	15
2.4.1.18	800.03	brenda_any	3	0	3
2.4.1.185	1.245	brenda_any	6	0	6
2.4.1.186	0.0153	brenda_any	4	0	4
2.4.1.187	10.984	brenda_any	9	0	9
2.4.1.19	522.0	brenda_any	119	0	119
2.4.1.20	59.5	brenda_any	91	0	91
2.4.1.203	0.376	brenda_any	3	0	3
2.4.1.207	1.398	brenda_any	20	0	20
2.4.1.21	388.3	brenda_any	4	0	4
2.4.1.210	91.7	brenda_any	1	0	1
2.4.1.211	49.4	brenda_any	27	0	27
2.4.1.212	77.4	brenda_any	5	0	5
2.4.1.215	0.752	brenda_any	5	0	5
2.4.1.216	759.0	brenda_any	1	0	1
2.4.1.217	3.9	brenda_any	2	0	2
2.4.1.218	2.215	brenda_any	6	0	6
2.4.1.220	11.71	brenda_any	2	0	2
2.4.1.221	2.4	brenda_any	2	0	2
2.4.1.222	0.08	brenda_any	1	0	1
2.4.1.227	5.761	brenda_any	18	0	18
2.4.1.230	37.7	brenda_any	6	0	6
2.4.1.231	18.3	brenda_fungal	28	26	28
2.4.1.234	84.49	brenda_any	8	0	8
2.4.1.245	24.0	brenda_any	13	0	13
2.4.1.247	106.0	brenda_any	15	0	15
2.4.1.249	5.31	brenda_any	4	0	4
2.4.1.25	1739.1	brenda_any	52	0	52
2.4.1.254	34.9	brenda_any	2	0	2
2.4.1.255	1.709	brenda_any	12	0	12
2.4.1.264	0.0871	brenda_any	10	0	10
2.4.1.266	0.826	brenda_any	5	0	5
2.4.1.269	1.02	brenda_any	44	0	44
2.4.1.27	6.916	brenda_any	5	0	5
2.4.1.277	1.231	brenda_any	4	0	4
2.4.1.278	1.7	brenda_any	3	0	3
2.4.1.279	117.2	brenda_any	12	0	12
2.4.1.281	61.46	brenda_any	28	0	28
2.4.1.282	2.41	brenda_any	2	0	2
2.4.1.284	0.326	brenda_any	2	0	2
2.4.1.288	7.26	brenda_any	30	0	30
2.4.1.292	0.69	brenda_any	11	0	11
2.4.1.294	6.16	brenda_any	2	0	2
2.4.1.298	0.279	brenda_any	1	0	1
2.4.1.299	0.068	brenda_any	3	0	3
2.4.1.30	9.69	brenda_any	8	0	8
2.4.1.300	0.163	brenda_any	2	0	2
2.4.1.301	0.0557	brenda_any	2	0	2
2.4.1.302	303.8	brenda_any	5	0	5
2.4.1.31	16.84	brenda_any	7	0	7
2.4.1.310	0.635	brenda_any	6	0	6
2.4.1.311	0.038	brenda_any	2	0	2
2.4.1.312	24.0	brenda_any	6	0	6
2.4.1.315	1.115	brenda_any	6	0	6
2.4.1.319	36.7	brenda_any	19	0	19
2.4.1.320	240.0	brenda_any	8	0	8
2.4.1.321	306.0	brenda_fungal	13	4	13
2.4.1.322	2.19	brenda_any	6	0	6
2.4.1.323	0.3055	brenda_any	2	0	2
2.4.1.324	0.688	brenda_any	5	0	5
2.4.1.326	0.0538	brenda_any	8	0	8
2.4.1.327	0.89	brenda_any	3	0	3
2.4.1.329	118.0	brenda_any	16	0	16
2.4.1.330	0.071	brenda_any	4	0	4
2.4.1.332	176.6	brenda_any	3	0	3
2.4.1.333	94.2	brenda_any	15	0	15
2.4.1.334	13.4	brenda_any	7	0	7
2.4.1.339	34.0	brenda_any	6	0	6
2.4.1.34	0.6669	brenda_any	4	0	4
2.4.1.340	44.8	brenda_any	8	0	8
2.4.1.341	0.1894	brenda_any	3	0	3
2.4.1.342	87.52	brenda_any	7	0	7
2.4.1.344	0.453	brenda_any	3	0	3
2.4.1.350	0.53	brenda_any	13	0	13
2.4.1.352	112.0	brenda_any	6	0	6
2.4.1.355	0.95	brenda_any	4	0	4
2.4.1.357	41.982	brenda_any	19	0	19
2.4.1.359	39.0	brenda_any	7	0	7
2.4.1.36	134.2	brenda_any	4	0	4
2.4.1.360	10.956	brenda_any	10	0	10
2.4.1.362	862.24	brenda_any	2	0	2
2.4.1.363	17.9	brenda_any	1	0	1
2.4.1.364	0.0001	brenda_any	2	0	2
2.4.1.365	7.781	brenda_any	2	0	2
2.4.1.367	9.1	brenda_any	1	0	1
2.4.1.368	0.1009	brenda_any	2	0	2
2.4.1.369	0.178	brenda_any	2	0	2
2.4.1.37	5.13	brenda_any	48	0	48
2.4.1.38	3.4	brenda_any	49	0	49
2.4.1.384	1.87	brenda_any	2	0	2
2.4.1.388	118.2	brenda_any	5	0	5
2.4.1.389	13.428	brenda_any	3	0	3
2.4.1.391	8.21	brenda_any	18	0	18
2.4.1.393	0.0475	brenda_any	6	0	6
2.4.1.394	37.0	brenda_any	9	0	9
2.4.1.395	230.03	brenda_any	4	0	4
2.4.1.4	67.0	brenda_any	30	0	30
2.4.1.40	5.98	brenda_any	14	0	14
2.4.1.41	2.582	brenda_any	39	0	39
2.4.1.49	71.71	brenda_any	48	0	48
2.4.1.5	393.08	brenda_any	29	0	29
2.4.1.62	0.956	brenda_any	3	0	3
2.4.1.64	110.3	brenda_any	62	0	62
2.4.1.65	18.912	brenda_any	15	0	15
2.4.1.68	0.45	brenda_any	1	0	1
2.4.1.69	0.135	brenda_any	9	0	9
2.4.1.7	195.0	brenda_any	51	0	51
2.4.1.8	65.16	brenda_any	23	0	23
2.4.1.81	0.0541	brenda_any	13	0	13
2.4.1.83	70.9	brenda_fungal	9	2	9
2.4.1.85	9.07	brenda_any	10	0	10
2.4.1.87	3.96	brenda_any	27	0	27
2.4.1.9	95.34	brenda_any	17	0	17
2.4.1.90	2.8994	brenda_any	3	0	3
2.4.1.91	3.581	brenda_any	12	0	12
2.4.1.97	160.678	brenda_any	7	0	7
2.4.1.99	16200.0	brenda_fungal	3	2	3
2.4.2.1	43.9	brenda_fungal	249	8	249
2.4.2.10	8.4	brenda_any	29	0	29
2.4.2.12	0.0223	brenda_any	10	0	10
2.4.2.17	2.364	brenda_any	28	0	28
2.4.2.18	2.9	brenda_fungal	72	2	72
2.4.2.19	1.36	brenda_any	15	0	15
2.4.2.2	121.8	brenda_any	19	0	19
2.4.2.21	49.1	brenda_any	10	0	10
2.4.2.22	20.06	brenda_any	53	0	53
2.4.2.26	0.0363	brenda_any	1	0	1
2.4.2.28	264.46	brenda_any	77	0	77
2.4.2.29	1.21	brenda_any	29	0	29
2.4.2.3	1085.0	brenda_any	6	0	6
2.4.2.30	11.205	brenda_any	24	0	24
2.4.2.31	6.2	brenda_any	11	0	11
2.4.2.36	11.9	brenda_any	2	0	2
2.4.2.37	0.501	brenda_any	1	0	1
2.4.2.4	198.0	brenda_any	34	0	34
2.4.2.44	4.8	brenda_any	5	0	5
2.4.2.48	0.0631	brenda_any	2	0	2
2.4.2.54	0.23	brenda_any	1	0	1
2.4.2.57	29.46	brenda_any	5	0	5
2.4.2.6	53.65	brenda_any	26	0	26
2.4.2.64	0.0085	brenda_any	20	0	20
2.4.2.7	1000.0	brenda_fungal	30	11	30
2.4.2.8	22.9	brenda_any	165	0	165
2.4.2.9	6.1	brenda_any	7	0	7
2.4.3.1	30.51	brenda_any	40	0	40
2.4.3.3	0.2766	brenda_any	3	0	3
2.4.3.4	23.9	brenda_any	28	0	28
2.4.3.6	38.0	brenda_any	17	0	17
2.4.99.17	0.2044	brenda_any	3	0	3
2.4.99.23	1.47	brenda_any	31	0	31
2.4.99.25	0.0584	brenda_any	5	0	5
2.4.99.28	12.44	brenda_any	25	0	25
2.5.1.1	1.22	brenda_any	7	0	7
2.5.1.10	38.5	brenda_any	6	0	6
2.5.1.100	0.8	brenda_fungal	2	2	2
2.5.1.104	0.722	brenda_any	12	0	12
2.5.1.106	21.14	brenda_fungal	23	23	23
2.5.1.109	0.49	brenda_fungal	31	31	31
2.5.1.110	0.03	brenda_fungal	2	2	2
2.5.1.111	0.1558	brenda_any	15	0	15
2.5.1.112	0.031	brenda_any	6	0	6
2.5.1.113	0.1	brenda_any	1	0	1
2.5.1.120	0.0037	brenda_any	1	0	1
2.5.1.121	0.435	brenda_any	1	0	1
2.5.1.122	0.69	brenda_fungal	33	15	33
2.5.1.123	0.0028	brenda_any	3	0	3
2.5.1.124	0.0199	brenda_any	4	0	4
2.5.1.125	0.0199	brenda_any	4	0	4
2.5.1.132	0.017	brenda_any	4	0	4
2.5.1.135	7.0	brenda_any	2	0	2
2.5.1.136	0.284	brenda_fungal	9	9	9
2.5.1.140	3.21	brenda_any	4	0	4
2.5.1.142	0.0026	brenda_any	2	0	2
2.5.1.148	0.0196	brenda_any	2	0	2
2.5.1.15	0.1029	brenda_any	34	0	34
2.5.1.151	1.6914	brenda_any	12	0	12
2.5.1.152	0.298	brenda_any	1	0	1
2.5.1.153	0.0004	brenda_any	4	0	4
2.5.1.154	0.258	brenda_any	12	0	12
2.5.1.159	0.088	brenda_any	1	0	1
2.5.1.16	8.1	brenda_any	21	0	21
2.5.1.160	30.0	brenda_any	1	0	1
2.5.1.17	149.58	brenda_any	134	0	134
2.5.1.18	552.0	brenda_fungal	524	9	524
2.5.1.19	33.6	brenda_fungal	70	2	70
2.5.1.2	297.0	brenda_any	10	0	10
2.5.1.21	3.3	brenda_fungal	8	5	8
2.5.1.22	32.0	brenda_any	10	0	10
2.5.1.27	0.0401	brenda_any	18	0	18
2.5.1.28	0.9	brenda_any	9	0	9
2.5.1.29	8.4	brenda_fungal	57	44	57
2.5.1.31	0.0002	brenda_fungal	155	1	155
2.5.1.34	60.0	brenda_fungal	53	49	53
2.5.1.44	6.64	brenda_any	3	0	3
2.5.1.45	0.0032	brenda_any	1	0	1
2.5.1.46	0.164	brenda_any	9	0	9
2.5.1.47	1380.5	brenda_any	84	0	84
2.5.1.48	119.4	brenda_any	35	0	35
2.5.1.49	96.65	brenda_any	3	0	3
2.5.1.54	57.0	brenda_any	59	0	59
2.5.1.55	6.74	brenda_any	107	0	107
2.5.1.56	19.27	brenda_any	8	0	8
2.5.1.57	0.926	brenda_any	7	0	7
2.5.1.58	0.12	brenda_fungal	108	1	108
2.5.1.59	0.34	brenda_fungal	29	1	29
2.5.1.6	3.307	brenda_any	72	0	72
2.5.1.60	0.013	brenda_any	1	0	1
2.5.1.61	0.25	brenda_any	1	0	1
2.5.1.63	0.0199	brenda_any	29	0	29
2.5.1.65	3050.0	brenda_any	21	0	21
2.5.1.67	0.0077	brenda_any	2	0	2
2.5.1.68	809.6	brenda_any	8	0	8
2.5.1.69	0.1	brenda_any	1	0	1
2.5.1.7	4.75	brenda_any	31	0	31
2.5.1.75	0.758	brenda_any	19	0	19
2.5.1.76	0.18	brenda_any	1	0	1
2.5.1.78	0.0557	brenda_any	45	0	45
2.5.1.80	0.39	brenda_fungal	18	13	18
2.5.1.81	0.0	brenda_any	2	0	2
2.5.1.85	19.2	brenda_any	14	0	14
2.5.1.86	5.83	brenda_any	6	0	6
2.5.1.9	1.52	brenda_any	7	0	7
2.5.1.90	0.0298	brenda_any	28	0	28
2.5.1.91	0.1466	brenda_any	12	0	12
2.5.1.92	0.166	brenda_any	7	0	7
2.5.1.94	0.2485	brenda_any	16	0	16
2.5.1.97	0.65	brenda_any	1	0	1
2.6.1.1	319.0	brenda_any	71	0	71
2.6.1.102	2.4315	brenda_any	2	0	2
2.6.1.11	1.477	brenda_any	2	0	2
2.6.1.111	1.8	brenda_any	3	0	3
2.6.1.116	1.85	brenda_any	30	0	30
2.6.1.117	1.886	brenda_any	3	0	3
2.6.1.118	0.98	brenda_any	2	0	2
2.6.1.120	5.6	brenda_any	4	0	4
2.6.1.123	0.0161	brenda_any	4	0	4
2.6.1.13	35.7	brenda_any	21	0	21
2.6.1.15	2.67	brenda_any	1	0	1
2.6.1.16	35.5	brenda_fungal	53	14	53
2.6.1.17	24.0	brenda_any	1	0	1
2.6.1.19	10.7	brenda_any	46	0	46
2.6.1.2	698.0	brenda_fungal	44	7	44
2.6.1.21	278.0	brenda_any	12	0	12
2.6.1.26	23.25	brenda_any	6	0	6
2.6.1.28	19.3	brenda_fungal	3	3	3
2.6.1.30	36.2	brenda_any	35	0	35
2.6.1.33	5.168	brenda_any	2	0	2
2.6.1.34	2.4	brenda_any	1	0	1
2.6.1.36	1.43	brenda_any	6	0	6
2.6.1.37	9.3	brenda_any	7	0	7
2.6.1.39	18.4	brenda_fungal	20	4	20
2.6.1.4	143.18	brenda_any	5	0	5
2.6.1.42	597.0	brenda_any	171	0	171
2.6.1.44	45.0	brenda_any	68	0	68
2.6.1.45	15.316	brenda_any	5	0	5
2.6.1.46	1.39	brenda_any	2	0	2
2.6.1.5	116.0	brenda_any	91	0	91
2.6.1.51	129.2	brenda_any	2	0	2
2.6.1.52	1.824	brenda_any	10	0	10
2.6.1.55	3.7	brenda_any	2	0	2
2.6.1.57	13.2	brenda_fungal	30	8	30
2.6.1.59	0.38	brenda_any	1	0	1
2.6.1.62	0.98	brenda_any	32	0	32
2.6.1.64	990.0	brenda_any	21	0	21
2.6.1.7	279.0	brenda_any	93	0	93
2.6.1.76	201.5	brenda_any	6	0	6
2.6.1.78	125.16	brenda_any	13	0	13
2.6.1.79	144.0	brenda_any	5	0	5
2.6.1.81	4.46	brenda_any	3	0	3
2.6.1.83	17.44	brenda_any	7	0	7
2.6.1.84	38.6	brenda_any	3	0	3
2.6.1.85	0.017	brenda_fungal	18	2	18
2.6.1.86	1.792	brenda_any	3	0	3
2.6.1.9	198.41	brenda_any	22	0	22
2.6.1.92	0.067	brenda_any	1	0	1
2.6.1.96	13.9	brenda_any	12	0	12
2.6.99.3	11.0	brenda_any	3	0	3
2.7.1.1	1.67	brenda_fungal	127	2	127
2.7.1.105	1920.0	brenda_any	39	0	39
2.7.1.107	7.45	brenda_any	14	0	14
2.7.1.11	355.1	brenda_any	42	0	42
2.7.1.113	2.25	brenda_any	23	0	23
2.7.1.119	7.52	brenda_any	4	0	4
2.7.1.12	9.48	brenda_any	2	0	2
2.7.1.121	4.8	brenda_any	1	0	1
2.7.1.13	8.44	brenda_any	5	0	5
2.7.1.130	0.654	brenda_any	33	0	33
2.7.1.136	1.59	brenda_any	1	0	1
2.7.1.14	115.0	brenda_any	1	0	1
2.7.1.145	14.76	brenda_any	94	0	94
2.7.1.146	475.0	brenda_any	67	0	67
2.7.1.147	147.0	brenda_any	38	0	38
2.7.1.149	0.0086	brenda_any	3	0	3
2.7.1.15	16.71	brenda_any	15	0	15
2.7.1.156	0.245	brenda_any	2	0	2
2.7.1.157	2.5	brenda_any	27	0	27
2.7.1.158	0.722	brenda_any	14	0	14
2.7.1.159	18.5	brenda_any	2	0	2
2.7.1.16	88.7	brenda_any	8	0	8
2.7.1.160	6.08	brenda_fungal	10	10	10
2.7.1.162	10.64	brenda_any	19	0	19
2.7.1.163	8.29	brenda_any	4	0	4
2.7.1.164	0.0951	brenda_any	2	0	2
2.7.1.165	497.18	brenda_any	14	0	14
2.7.1.169	1.938	brenda_any	8	0	8
2.7.1.17	0.64	brenda_fungal	15	2	15
2.7.1.170	7000.0	brenda_any	1	0	1
2.7.1.173	1.016	brenda_any	14	0	14
2.7.1.176	240.0	brenda_any	6	0	6
2.7.1.177	0.0366	brenda_any	24	0	24
2.7.1.178	44.18	brenda_any	4	0	4
2.7.1.180	0.16	brenda_any	10	0	10
2.7.1.185	5.5	brenda_any	7	0	7
2.7.1.186	9.0	brenda_any	1	0	1
2.7.1.189	12.3	brenda_any	6	0	6
2.7.1.190	7.3	brenda_any	36	0	36
2.7.1.191	2.689	brenda_any	2	0	2
2.7.1.2	400.0	brenda_fungal	23	2	23
2.7.1.20	25.5	brenda_fungal	67	6	67
2.7.1.209	2.054	brenda_any	3	0	3
2.7.1.21	13.55	brenda_any	120	0	120
2.7.1.210	2.3222	brenda_any	3	0	3
2.7.1.212	856.0	brenda_any	10	0	10
2.7.1.213	269.2	brenda_any	3	0	3
2.7.1.214	6.92	brenda_any	2	0	2
2.7.1.215	230.0	brenda_any	2	0	2
2.7.1.219	39.6	brenda_any	4	0	4
2.7.1.22	1.388	brenda_any	5	0	5
2.7.1.220	36.0	brenda_any	3	0	3
2.7.1.221	14.07	brenda_any	10	0	10
