rxn_id	seed_base	pathway_bucket	kegg_reaction	kegg_pathway_id	kegg_pathway_name	ec_number
rxn13255_c0	rxn13255	Fatty-acid biosynthesis				
rxn13208_m0	rxn13208	Other / unassigned				
rxn05217_c0	rxn05217	Oxidative phosphorylation / ETC				
rxn06449_c0	rxn06449	Amino-acid metabolism	R03665	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.9
rxn13324_c0	rxn13324	Transport (inter-compartmental)				
rxn06440_c0	rxn06440	Amino-acid metabolism	R03656	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.5
H2Oter_c0		Other / unassigned				
GCALDtm_c0		Other / unassigned				
rxn08142_c0	rxn08142	Transport (inter-compartmental)				
rxn09563_c0	rxn09563	Other / unassigned				
rxn09640_c0	rxn09640	Transport (inter-compartmental)				
rxn13238_c0	rxn13238	Transport (inter-compartmental)				
rxn03075_c0	rxn03075	Other / unassigned	R04448	rn00730	Thiamine metabolism	2.7.1.50
rxn09611_e0	rxn09611	Cell-wall polysaccharide	R06204			3.2.1.39
rxn01726_c0	rxn01726	Other / unassigned	R02396			2.3.1.7
ASPOcm_c0		Oxidative phosphorylation / ETC				
rxn05205_c0	rxn05205	Transport (inter-compartmental)				
rxn09470_x0	rxn09470	Other / unassigned				
rxn02504_m0	rxn02504	Other / unassigned	R03504	rn00790	Folate biosynthesis	4.1.2.25
rxn08705_c0	rxn08705	Transport (inter-compartmental)				
NH4tm_c0		Other / unassigned				
rxn05104_c0	rxn05104	Other / unassigned	R07392	rn00270	Cysteine and methionine metabolism	4.2.1.109
rxn00689_c0	rxn00689	Amino-acid metabolism	R00942	rn00790	Folate biosynthesis	6.3.2.17
rxn09061_c0	rxn09061	Transport (inter-compartmental)				
rxn02358_m0	rxn02358	Cofactor / vitamin biosynthesis	R03293	rn00330	Arginine and proline metabolism	1.5.1.2
AKGt2r_c0		Transport (inter-compartmental)				
rxn09680_c0	rxn09680	Other / unassigned				
IND3ETHtm_c0		Transport (inter-compartmental)				
rxn05792_c0	rxn05792	Other / unassigned	R00234			2.3.1.88
rxn00952_c0	rxn00952	Cell-wall polysaccharide	R01287	rn00270	Cysteine and methionine metabolism	2.5.1.49|4.2.99.10
rxn00790_c0	rxn00790	Amino-acid metabolism	R01072	rn00230;rn00250;rn01110	Purine metabolism;Alanine, aspartate and glutamate metabolism;Biosynthesis of secondary metabolites	2.4.2.14
rxn05238_c0	rxn05238	Other / unassigned				
rxn06441_m0	rxn06441	Amino-acid metabolism	R03657	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.4
rxn05465_c0	rxn05465	Fatty-acid biosynthesis	R01626	rn00061;rn01212	Fatty acid biosynthesis;Fatty acid metabolism	2.3.1.39|2.3.1.85|2.3.1.86
rxn09464_x0	rxn09464	Other / unassigned				
rxn06440_m0	rxn06440	Amino-acid metabolism	R03656	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.5
rxn08570_c0	rxn08570	Transport (inter-compartmental)				
rxn09216_c0	rxn09216	Transport (inter-compartmental)				
rxn09658_c0	rxn09658	Other / unassigned				
rxn09434_m0	rxn09434	Fatty-acid biosynthesis				
rxn34726_c0	rxn34726	Fatty-acid biosynthesis				
rxn09793_c0	rxn09793	Transport (inter-compartmental)				
rxn01791_c0	rxn01791	Other / unassigned	R02473	rn00410;rn00770;rn01110	beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Biosynthesis of secondary metabolites	6.3.2.1
PHEt2r_c0		Amino-acid metabolism				
rxn13260_c0	rxn13260	Lipid / membrane				
rxn09461_x0	rxn09461	β-oxidation (peroxisomal)				
rxn00392_m0	rxn00392	Cofactor / vitamin biosynthesis	R00549	rn00740	Riboflavin metabolism	2.7.1.26
rxn39076_c0	rxn39076	Transport (inter-compartmental)				
rxn00088_m0	rxn00088	Cofactor / vitamin biosynthesis	R00118	rn00760	Nicotinate and nicotinamide metabolism	3.1.3.-|3.1.3.2
rxn01211_m0	rxn01211	Cofactor / vitamin biosynthesis	R01655	rn00670;rn00720;rn01200	One carbon pool by folate;Carbon fixation pathways in prokaryotes;Carbon metabolism	3.5.4.9
rxn09784_c0	rxn09784	Other / unassigned				
rxn13200_c0	rxn13200	Other / unassigned				
rxn01637_m0	rxn01637	TCA cycle	R02283	rn00330;rn01110;rn01210;rn01230	Arginine and proline metabolism;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.11
rxn06444_c0	rxn06444	Amino-acid metabolism	R03660	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.20
rxn09697_c0	rxn09697	Other / unassigned				
PACALDtm_c0		Transport (inter-compartmental)				
rxn09601_c0	rxn09601	Other / unassigned				
rxn09491_c0	rxn09491	Other / unassigned				
rxn01368_c0	rxn01368	Other / unassigned	R01878	rn00240	Pyrimidine metabolism	3.5.4.5
rxn13363_c0	rxn13363	Other / unassigned				
rxn10832_c0	rxn10832	Transport (inter-compartmental)				
rxn12585_c0	rxn12585	Transport (inter-compartmental)				
rxn30333_m0	rxn30333	Glycolysis / gluconeogenesis	R08648	rn00290;rn01110;rn01210;rn01230	Valine, leucine and isoleucine biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.2.1.6
rxn03062_c0	rxn03062	Cofactor / vitamin biosynthesis	R04426	rn00290;rn01110;rn01210	Valine, leucine and isoleucine biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism	1.1.1.85
rxn09699_c0	rxn09699	TCA cycle				
2MBALDtm_c0		Transport (inter-compartmental)				
rxn00214_c0	rxn00214	Other / unassigned	R00291	rn00052;rn00520;rn01110	Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	5.1.3.2
rxn00119_c0	rxn00119	Nucleotide metabolism	R00158	rn00240	Pyrimidine metabolism	2.7.4.14|2.7.4.22|2.7.4.4
rxn30365_c0	rxn30365	Other / unassigned				
OCDCYAt_c0		Transport (inter-compartmental)				
rxn00510_c0	rxn00510	Amino-acid metabolism	R00715	rn00300;rn00310;rn01110;rn01230	Lysine biosynthesis;Lysine degradation;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	1.5.1.7
rxn08857_c0	rxn08857	Amino-acid metabolism				6.1.1.6
rxn00907_m0	rxn00907	Cofactor / vitamin biosynthesis	R01220	rn00670;rn00720;rn01200	One carbon pool by folate;Carbon fixation pathways in prokaryotes;Carbon metabolism	1.5.1.5
rxn09756_c0	rxn09756	Transport (inter-compartmental)				
rxn08747_c0	rxn08747	Transport (inter-compartmental)				
rxn00737_c0	rxn00737	Amino-acid metabolism	R00996	rn00260;rn00290;rn01110;rn01230	Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	4.3.1.19
rxn01396_c0	rxn01396	Other / unassigned	R01909	rn00750	Vitamin B6 metabolism	2.7.1.-|2.7.1.35
rxn05235_c0	rxn05235	Other / unassigned	R02022	rn00240	Pyrimidine metabolism	1.17.4.2
rxn02937_c0	rxn02937	Other / unassigned	R04208	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	6.3.3.1
rxn00260_c0	rxn00260	TCA cycle	R00355	rn00250;rn00710;rn01110;rn01200;rn01210;rn01230	Alanine, aspartate and glutamate metabolism;Carbon fixation in photosynthetic organisms;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.1
rxn09473_x0	rxn09473	β-oxidation (peroxisomal)				
rxn09457_c0	rxn09457	Other / unassigned				
rxn08424_c0	rxn08424	Transport (inter-compartmental)				
rxn00130_c0	rxn00130	Other / unassigned	R00181	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	3.5.4.17|3.5.4.6
rxn00363_c0	rxn00363	Other / unassigned	R00511	rn00240	Pyrimidine metabolism	3.1.3.5|3.1.3.91
rxn01507_c0	rxn01507	Other / unassigned	R02088	rn00230	Purine metabolism	3.1.3.5
rxn01301_c0	rxn01301	Pentose phosphate pathway	R01773	rn00260;rn00270;rn00300;rn01110;rn01230	Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	1.1.1.3
rxn09661_c0	rxn09661	Transport (inter-compartmental)				
rxn21082_c0	rxn21082	Fatty-acid biosynthesis				3.1.2.14
rxn27497_c0	rxn27497	Other / unassigned	R01213	rn00290;rn00620;rn01110;rn01210;rn01230	Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.3.3.13|4.1.3.12
rxn00194_c0	rxn00194	Amino-acid metabolism	R00261	rn00250;rn00650	Alanine, aspartate and glutamate metabolism;Butanoate metabolism	4.1.1.15
rxn00369_c0	rxn00369	Nucleotide metabolism	R00517	rn00240	Pyrimidine metabolism	2.7.1.-|2.7.1.48
rxn00351_c0	rxn00351	Amino-acid metabolism	R00497	rn00480	Glutathione metabolism	6.3.2.3
rxn00127_c0	rxn00127	Other / unassigned	R00178	rn00270;rn00330	Cysteine and methionine metabolism;Arginine and proline metabolism	4.1.1.50
rxn09799_c0	rxn09799	Transport (inter-compartmental)				
rxn01673_c0	rxn01673	Other / unassigned	R02326	rn00240	Pyrimidine metabolism	2.7.4.6
rxn00917_c0	rxn00917	Amino-acid metabolism	R01231	rn00230	Purine metabolism	6.3.5.2
rxn00409_c0	rxn00409	Other / unassigned	R00570	rn00240	Pyrimidine metabolism	2.7.4.6
rxn01917_m0	rxn01917	Other / unassigned	R02649	rn00330;rn01110;rn01210;rn01230	Arginine and proline metabolism;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.7.2.8
rxn00132_c0	rxn00132	Other / unassigned	R00183	rn00230	Purine metabolism	3.1.3.5
rxn09689_c0	rxn09689	Transport (inter-compartmental)				
rxn13203_c0	rxn13203	Other / unassigned				
rxn13189_c0	rxn13189	Transport (inter-compartmental)				
rxn09546_c0	rxn09546	Other / unassigned				
TYRt2r_c0		Amino-acid metabolism				
rxn13186_m0	rxn13186	Other / unassigned	R02175	rn00130;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of secondary metabolites	2.1.1.114
rxn05499_c0	rxn05499	Transport (inter-compartmental)				
rxn06441_c0	rxn06441	Amino-acid metabolism	R03657	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.4
PETOHM_SC_c0		Lipid / membrane				
rxn02374_m0	rxn02374	Other / unassigned	R03314	rn00330;rn01110;rn01230	Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	
rxn00126_c0	rxn00126	Amino-acid metabolism	R00177	rn00270;rn01110;rn01230	Cysteine and methionine metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	2.5.1.6
rxn01209_c0	rxn01209	Cofactor / vitamin biosynthesis				
PGPPAm_SC_m0		Lipid / membrane				
rxn09758_c0	rxn09758	Transport (inter-compartmental)				
PLBPC_SC_c0		Fatty-acid biosynthesis				
rxn02175_c0	rxn02175	Other / unassigned	R03035	rn00770	Pantothenate and CoA biosynthesis	2.7.7.3
rxn06300_c0	rxn06300	Amino-acid metabolism	R03038	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.7
rxn09559_c0	rxn09559	Other / unassigned				
rxn09690_c0	rxn09690	Amino-acid metabolism				
rxn06600_m0	rxn06600	Cofactor / vitamin biosynthesis	R04125	rn00260;rn00670	Glycine, serine and threonine metabolism;One carbon pool by folate	2.1.2.10
rxn00088_c0	rxn00088	Cofactor / vitamin biosynthesis	R00118	rn00760	Nicotinate and nicotinamide metabolism	3.1.3.-|3.1.3.2
rxn13930_c0	rxn13930	Cofactor / vitamin biosynthesis	R05706	rn00524;rn00740	Butirosin and neomycin biosynthesis;Riboflavin metabolism	1.5.1.-|1.5.1.29|1.5.1.38|1.5.1.39
rxn08265_c0	rxn08265	Transport (inter-compartmental)				
rxn01362_c0	rxn01362	Other / unassigned	R01870	rn00240	Pyrimidine metabolism	2.4.2.10
rxn08440_x0	rxn08440	Other / unassigned				3.1.2.2
rxn00452_c0	rxn00452	Cell-wall polysaccharide	R00650	rn00270;rn01110	Cysteine and methionine metabolism;Biosynthesis of secondary metabolites	2.1.1.10
rxn03137_c0	rxn03137	Cofactor / vitamin biosynthesis	R04560	rn00230;rn00670;rn01110	Purine metabolism;One carbon pool by folate;Biosynthesis of secondary metabolites	2.1.2.3
SACCD1_c0		Amino-acid metabolism				
rxn09467_x0	rxn09467	Other / unassigned				
rxn09647_c0	rxn09647	Transport (inter-compartmental)				
rxn13234_c0	rxn13234	Cofactor / vitamin biosynthesis				
rxn05568_c0	rxn05568	Transport (inter-compartmental)				
rxn08436_c0	rxn08436	Fatty-acid biosynthesis				3.1.2.14
rxn09460_c0	rxn09460	Other / unassigned				
rxn05318_c0	rxn05318	Other / unassigned				
rxn09442_m0	rxn09442	Fatty-acid biosynthesis				
rxn27497_m0	rxn27497	Other / unassigned	R01213	rn00290;rn00620;rn01110;rn01210;rn01230	Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.3.3.13|4.1.3.12
rxn06449_m0	rxn06449	Amino-acid metabolism	R03665	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.9
rxn01450_c0	rxn01450	Other / unassigned	R01974	rn00380	Tryptophan metabolism	4.1.1.43|4.1.1.74
rxn00929_m0	rxn00929	Amino-acid metabolism	R01248	rn00330;rn01110;rn01230	Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	1.5.1.2
rxn09385_c0	rxn09385	Transport (inter-compartmental)				
rxn02911_x0	rxn02911	Other / unassigned	R04170	rn00062;rn00071;rn01212	Fatty acid elongation;Fatty acid degradation;Fatty acid metabolism	4.2.1.17|4.2.1.74
rxn09845_x0	rxn09845	Transport (inter-compartmental)				
rxn13380_c0	rxn13380	Lipid / membrane				
rxn30050_c0	rxn30050	Other / unassigned				2.7.1.11
CRNtim_c0		Transport (inter-compartmental)				
rxn09770_c0	rxn09770	Transport (inter-compartmental)				
HDCAt_c0		Transport (inter-compartmental)				
rxn09477_x0	rxn09477	β-oxidation (peroxisomal)				1.3.3.6
rxn00920_c0	rxn00920	Other / unassigned	R01234	rn00230	Purine metabolism	3.1.4.17|3.1.4.35
rxn09435_c0	rxn09435	Other / unassigned				
rxn02200_m0	rxn02200	Other / unassigned	R03066	rn00790	Folate biosynthesis	2.5.1.15
rxn04680_m0	rxn04680	Other / unassigned	R06866	rn00130;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of secondary metabolites	4.1.1.-
rxn09750_c0	rxn09750	Transport (inter-compartmental)				
4H2OGLTtp_c0		Transport (inter-compartmental)				
rxn06556_c0	rxn06556	Other / unassigned	R04014	rn00061	Fatty acid biosynthesis	3.1.2.14|3.1.2.21
C14STR_c0		Other / unassigned				
rxn09296_x0	rxn09296	Other / unassigned				1.11.1.-
rxn00414_c0	rxn00414	Amino-acid metabolism	R00575	rn00240;rn00250	Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism	6.3.5.5
rxn05317_c0	rxn05317	Transport (inter-compartmental)				
rxn01652_m0	rxn01652	Cofactor / vitamin biosynthesis	R02300	rn00670	One carbon pool by folate	2.1.2.10
rxn01653_m0	rxn01653	Cofactor / vitamin biosynthesis	R02301	rn00670	One carbon pool by folate	6.3.3.2
rxn00241_c0	rxn00241	Other / unassigned	R00335	rn00230	Purine metabolism	3.6.1.15|3.6.1.5|3.6.5.1|3.6.5.2|3.6.5.3|3.6.5.4|3.6.5.5|3.6.5.6
ID3ACALDtm_c0		Transport (inter-compartmental)				
rxn09801_c0	rxn09801	Transport (inter-compartmental)				
IPCS126_SC_c0		Other / unassigned				
ACtp_c0		Transport (inter-compartmental)				
rxn00800_c0	rxn00800	Other / unassigned	R01083	rn00230;rn00250	Purine metabolism;Alanine, aspartate and glutamate metabolism	4.3.2.2
rxn01255_c0	rxn01255	Other / unassigned	R01714	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	4.2.3.5
rxn09713_c0	rxn09713	Transport (inter-compartmental)				
rxn09560_c0	rxn09560	Other / unassigned				
rxn06493_m0	rxn06493	Cofactor / vitamin biosynthesis	R03815	rn00260	Glycine, serine and threonine metabolism	1.8.1.4
rxn19830_c0	rxn19830	Amino-acid metabolism	R04558	rn00340;rn01110;rn01230	Histidine metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	2.4.2.-|4.1.3.-|4.3.2.10
rxn09774_c0	rxn09774	Transport (inter-compartmental)				
rxn07328_c0	rxn07328	Other / unassigned	R07497	rn00100	Steroid biosynthesis	
rxn09719_c0	rxn09719	Transport (inter-compartmental)				
rxn09035_c0	rxn09035	Transport (inter-compartmental)				
rxn02305_c0	rxn02305	Other / unassigned	R03223	rn00730	Thiamine metabolism	2.5.1.3
rxn09421_c0	rxn09421	Other / unassigned				
rxn13312_c0	rxn13312	Transport (inter-compartmental)				
rxn09800_c0	rxn09800	Transport (inter-compartmental)				
H2Otp_c0		Other / unassigned				
rxn09296_m0	rxn09296	Other / unassigned				1.11.1.-
rxn05300_c0	rxn05300	Oxidative phosphorylation / ETC				
GLYt2r_c0		Amino-acid metabolism				
rxn13251_c0	rxn13251	TCA cycle	R01867	rn00240	Pyrimidine metabolism	1.3.98.1
rxn01252_c0	rxn01252	Other / unassigned	R01711	rn00750	Vitamin B6 metabolism	1.1.3.12|1.4.3.5
rxn13299_c0	rxn13299	Storage (glycogen / trehalose)				2.4.1.1
rxn13288_e0	rxn13288	Fatty-acid biosynthesis				
rxn15114_c0	rxn15114	Pentose phosphate pathway	R01056	rn00030;rn00710;rn01110;rn01200;rn01230	Pentose phosphate pathway;Carbon fixation in photosynthetic organisms;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids	5.3.1.6
rxn02275_c0	rxn02275	Other / unassigned	R03180	rn00330	Arginine and proline metabolism	3.5.1.4
AASAD1_c0		Cofactor / vitamin biosynthesis				
rxn09616_c0	rxn09616	Other / unassigned				
rxn01575_c0	rxn01575	Amino-acid metabolism	R02199	rn00280;rn00290;rn00966;rn01110;rn01210;rn01230	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.42
ARGt2r_c0		Amino-acid metabolism				
IAMOHtm_c0		Transport (inter-compartmental)				
rxn13191_c0	rxn13191	Transport (inter-compartmental)				
rxn00478_c0	rxn00478	Amino-acid metabolism	R00678	rn00380	Tryptophan metabolism	1.13.11.11|1.13.11.52
rxn09472_x0	rxn09472	Other / unassigned				
rxn13288_c0	rxn13288	Fatty-acid biosynthesis				
rxn09769_c0	rxn09769	Transport (inter-compartmental)				
rxn00139_c0	rxn00139	Other / unassigned	R00190	rn00230	Purine metabolism	2.4.2.7|2.4.2.8
rxn30417_c0	rxn30417	Other / unassigned	R01652	rn00290;rn01110;rn01210	Valine, leucine and isoleucine biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism	
rxn02322_c0	rxn02322	Other / unassigned	R03245	rn00900;rn01110	Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites	2.7.4.2
rxn02356_m0	rxn02356	Cofactor / vitamin biosynthesis	R03291	rn00330	Arginine and proline metabolism	1.5.1.2
rxn00140_c0	rxn00140	Other / unassigned	R00191	rn00230	Purine metabolism	3.1.4.17|3.1.4.53
rxn03070_m0	rxn03070	Other / unassigned	R04443	rn00330	Arginine and proline metabolism	
rxn05120_m0	rxn05120	Other / unassigned	R07411	rn00860;rn01110	Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites	2.5.1.-
rxn02341_c0	rxn02341	Other / unassigned	R03269	rn00770	Pantothenate and CoA biosynthesis	4.1.1.36
rxn13214_c0	rxn13214	Transport (inter-compartmental)				
rxn09525_c0	rxn09525	Oxidative phosphorylation / ETC				
3MOPtm_c0		Transport (inter-compartmental)				
rxn09378_c0	rxn09378	Transport (inter-compartmental)				
rxn02288_c0	rxn02288	Other / unassigned	R03197	rn00860;rn01110	Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites	4.1.1.37
rxn01607_c0	rxn01607	Other / unassigned	R02245	rn00900;rn01110	Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites	2.7.1.36
2PHETOHtm_c0		Transport (inter-compartmental)				
rxn09796_c0	rxn09796	Transport (inter-compartmental)				
rxn00092_c0	rxn00092	Other / unassigned	R00122	rn00230	Purine metabolism	3.6.1.5
rxn02476_c0	rxn02476	Glycolysis / gluconeogenesis	R03460	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	2.5.1.19
rxn00260_x0	rxn00260	TCA cycle	R00355	rn00250;rn00710;rn01110;rn01200;rn01210;rn01230	Alanine, aspartate and glutamate metabolism;Carbon fixation in photosynthetic organisms;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.1
HDCEAt_c0		Transport (inter-compartmental)				
rxn00831_c0	rxn00831	Other / unassigned	R01126	rn00230	Purine metabolism	3.1.3.5|3.1.3.99
rxn13341_c0	rxn13341	Cofactor / vitamin biosynthesis				
rxn00938_c0	rxn00938	Other / unassigned	R01268	rn00760	Nicotinate and nicotinamide metabolism	3.5.1.19|3.5.1.4
rxn30066_c0	rxn30066	Amino-acid metabolism				4.2.1.20
rxn09741_c0	rxn09741	Transport (inter-compartmental)				
rxn05306_c0	rxn05306	Oxidative phosphorylation / ETC				2.A.3.1.-
rxn30390_x0	rxn30390	β-oxidation (peroxisomal)	R04739	rn00062;rn00071;rn01212	Fatty acid elongation;Fatty acid degradation;Fatty acid metabolism	1.1.1.211|1.1.1.35
rxn08323_c0	rxn08323	Transport (inter-compartmental)				
rxn12918_c0	rxn12918	Other / unassigned				
rxn13353_c0	rxn13353	Other / unassigned				
rxn09778_c0	rxn09778	Transport (inter-compartmental)				
rxn09619_c0	rxn09619	Other / unassigned				
rxn02374_c0	rxn02374	Other / unassigned	R03314	rn00330;rn01110;rn01230	Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	
rxn00178_m0	rxn00178	Other / unassigned	R00238	rn00071;rn00072;rn00280;rn00310;rn00362;rn00380;rn00620;rn00630;rn00640;rn00650;rn00720;rn00900;rn01110;rn01200;rn01212	Fatty acid degradation;Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Lysine degradation;Benzoate degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites;Carbon metabolism;Fatty acid metabolism	2.3.1.9
rxn06448_c0	rxn06448	Amino-acid metabolism	R03664	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.2
rxn01000_c0	rxn01000	Other / unassigned	R01373	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	4.2.1.51|4.2.1.91
rxn05312_c0	rxn05312	Transport (inter-compartmental)				2.A.20.-.-
KARA1im_m0		Other / unassigned				
rxn13290_c0	rxn13290	Transport (inter-compartmental)				
rxn09625_c0	rxn09625	Lipid / membrane				
rxn01961_c0	rxn01961	Other / unassigned	R02719	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	3.1.3.5
rxn30425_m0	rxn30425	Lipid / membrane				
ORNt2r_c0		Transport (inter-compartmental)				
rxn00791_c0	rxn00791	Other / unassigned	R01073	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	2.4.2.18
rxn05349_c0	rxn05349	Other / unassigned	R01624	rn00061;rn01212	Fatty acid biosynthesis;Fatty acid metabolism	2.3.1.179|2.3.1.180|2.3.1.38|2.3.1.85|2.3.1.86
rxn13258_c0	rxn13258	Fatty-acid biosynthesis				
rxn00906_c0	rxn00906	Cofactor / vitamin biosynthesis	R01218	rn00670	One carbon pool by folate	1.5.1.15
rxn10075_c0	rxn10075	Other / unassigned				
rxn13349_c0	rxn13349	Other / unassigned				
rxn00122_c0	rxn00122	Cofactor / vitamin biosynthesis	R00161	rn00740	Riboflavin metabolism	2.7.7.2
THZPSN2_SC_c0		Amino-acid metabolism				
rxn30035_c0	rxn30035	Other / unassigned				4.1.1.48
rxn02503_m0	rxn02503	Other / unassigned	R03503	rn00790	Folate biosynthesis	2.7.6.3
HICITDm_m0		Other / unassigned				
TYRt2p_c0		Amino-acid metabolism				
rxn00808_c0	rxn00808	Glycolysis / gluconeogenesis	R01092	rn00052;rn00520;rn01110	Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	2.7.1.6
rxn01843_c0	rxn01843	Other / unassigned	R02540	rn00360;rn00643	Phenylalanine metabolism;Styrene degradation	3.5.1.4
rxn06444_m0	rxn06444	Amino-acid metabolism	R03660	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.20
rxn06439_m0	rxn06439	Amino-acid metabolism	R03655	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.21
rxn05654_c0	rxn05654	Transport (inter-compartmental)				2.A.56.-.-
rxn00379_c0	rxn00379	Sulfur / nitrogen assimilation	R00529	rn00230;rn00920	Purine metabolism;Sulfur metabolism	2.7.7.4
rxn09785_c0	rxn09785	Transport (inter-compartmental)				
rxn01204_c0	rxn01204	Amino-acid metabolism	R01648	rn00250;rn00650	Alanine, aspartate and glutamate metabolism;Butanoate metabolism	2.6.1.19
rxn09642_c0	rxn09642	Transport (inter-compartmental)				
rxn30054_c0	rxn30054	Other / unassigned				
rxn35572_c0	rxn35572	Other / unassigned	R04559	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	4.3.2.2
HBZOPT6m_m0		Other / unassigned				
